.id,site.name,depth,age,age.old,age.young,date.type,lat,long,dataset,x,y,Other.hardwood,Fir,Maple,Birch,Hickory,Cedar.juniper,Beech,Ash,Walnut,Tamarack,Ironwood,Spruce,Pine,Poplar.tulip.poplar,Oak,Basswood,Hemlock,Elm
205,Andrus Lake,0.25,-33,NA,NA,Radiocarbon years BP,46.7,-85.040278,205,863209.432089076,1127463.09342948,18,4,2,22,0,3,1,0,1,0,0,13,167,1,6,0,2,2
205,Andrus Lake,3.25,-22,NA,NA,Radiocarbon years BP,46.7,-85.040278,205,863209.432089076,1127463.09342948,12,3,4,33,0,17,0,1,0,0,2,11,147,2,11,1,6,2
205,Andrus Lake,6.25,-5,NA,NA,Radiocarbon years BP,46.7,-85.040278,205,863209.432089076,1127463.09342948,18,5,4,48,0,8,3,2,0,0,0,27,177,7,11,0,4,5
205,Andrus Lake,10.25,28,NA,NA,Radiocarbon years BP,46.7,-85.040278,205,863209.432089076,1127463.09342948,11,4,2,44,1,20,2,5,0,1,0,11,108,3,10,0,4,2
205,Andrus Lake,10.75,32,NA,NA,Radiocarbon years BP,46.7,-85.040278,205,863209.432089076,1127463.09342948,18,4,5,41,1,17,4,2,0,1,6,18,94,2,11,0,6,5
205,Andrus Lake,11.25,35,NA,NA,Radiocarbon years BP,46.7,-85.040278,205,863209.432089076,1127463.09342948,20,0,8,54,0,13,4,2,0,0,0,20,119,1,18,0,3,3
205,Andrus Lake,11.75,38,NA,NA,Radiocarbon years BP,46.7,-85.040278,205,863209.432089076,1127463.09342948,7,1,3,50,0,14,5,2,0,1,3,7,101,1,15,0,5,0
205,Andrus Lake,12.25,40,NA,NA,Radiocarbon years BP,46.7,-85.040278,205,863209.432089076,1127463.09342948,13,1,7,53,0,16,3,0,0,1,2,17,109,0,17,0,4,3
205,Andrus Lake,15.25,51,NA,NA,Radiocarbon years BP,46.7,-85.040278,205,863209.432089076,1127463.09342948,13,1,5,41,1,8,3,2,0,2,3,12,130,4,14,0,13,4
205,Andrus Lake,16.75,54,NA,NA,Radiocarbon years BP,46.7,-85.040278,205,863209.432089076,1127463.09342948,12,1,3,29,1,26,2,3,1,1,2,16,139,2,13,0,8,7
205,Andrus Lake,18.25,58,NA,NA,Radiocarbon years BP,46.7,-85.040278,205,863209.432089076,1127463.09342948,13,1,6,59,0,17,3,1,0,2,3,17,122,0,12,0,7,1
205,Andrus Lake,25.25,84,NA,NA,Radiocarbon years BP,46.7,-85.040278,205,863209.432089076,1127463.09342948,10,1,4,41,0,19,7,1,0,1,2,22,106,2,11,0,9,1
205,Andrus Lake,40.5,141,NA,NA,Radiocarbon years BP,46.7,-85.040278,205,863209.432089076,1127463.09342948,20,3,6,59,0,14,4,6,0,4,0,14,162,4,9,0,7,1
313,Brown Lake,0.75,-31,NA,NA,Radiocarbon years BP,45.783333,-89.483333,313,516515.641425951,1042627.89496804,20,1,1,25,0,0,2,2,0,0,0,3,152,0,12,0,5,1
313,Brown Lake,1.25,-31,NA,NA,Radiocarbon years BP,45.783333,-89.483333,313,516515.641425951,1042627.89496804,35,1,3,35,0,0,0,0,1,0,4,2,157,0,14,1,7,3
313,Brown Lake,2.75,-27,NA,NA,Radiocarbon years BP,45.783333,-89.483333,313,516515.641425951,1042627.89496804,19,3,3,30,1,0,0,2,0,0,4,3,175,2,13,0,6,5
313,Brown Lake,5.25,-18,NA,NA,Radiocarbon years BP,45.783333,-89.483333,313,516515.641425951,1042627.89496804,27,2,1,34,0,1,0,1,0,2,5,5,153,0,13,0,6,4
313,Brown Lake,6.75,-11,NA,NA,Radiocarbon years BP,45.783333,-89.483333,313,516515.641425951,1042627.89496804,27,2,1,37,1,0,0,1,0,0,2,4,172,0,14,0,8,2
313,Brown Lake,7.75,-5,NA,NA,Radiocarbon years BP,45.783333,-89.483333,313,516515.641425951,1042627.89496804,19,2,1,41,0,0,1,1,0,0,1,1,155,0,14,0,3,4
313,Brown Lake,9.25,5,NA,NA,Radiocarbon years BP,45.783333,-89.483333,313,516515.641425951,1042627.89496804,26,1,1,46,0,0,0,0,0,2,1,6,166,0,14,0,6,3
313,Brown Lake,11.25,20,NA,NA,Radiocarbon years BP,45.783333,-89.483333,313,516515.641425951,1042627.89496804,15,1,2,37,0,0,1,0,0,0,3,1,143,0,18,0,5,4
313,Brown Lake,14.25,54,NA,NA,Radiocarbon years BP,45.783333,-89.483333,313,516515.641425951,1042627.89496804,13,1,0,41,0,0,0,2,0,2,1,3,157,0,13,1,9,3
313,Brown Lake,15.25,66,NA,NA,Radiocarbon years BP,45.783333,-89.483333,313,516515.641425951,1042627.89496804,19,0,2,38,1,0,1,0,0,1,2,3,173,1,9,0,7,2
313,Brown Lake,16.75,80,NA,NA,Radiocarbon years BP,45.783333,-89.483333,313,516515.641425951,1042627.89496804,25,2,3,55,0,0,1,2,0,1,4,3,197,0,10,1,14,2
325,Burntside Lake,0,-24,NA,NA,Radiocarbon years BP,47.924167,-91.994722,325,348306.899741792,1297713.69156685,44,5,1,34,0,3,0,2,0,5,2,41,211,3,18,0,0,5
325,Burntside Lake,5,17,NA,NA,Radiocarbon years BP,47.924167,-91.994722,325,348306.899741792,1297713.69156685,33,2,1,30,0,2,0,0,0,2,1,22,194,5,5,0,0,4
325,Burntside Lake,10,59,NA,NA,Radiocarbon years BP,47.924167,-91.994722,325,348306.899741792,1297713.69156685,35,2,1,36,0,4,0,3,0,4,0,24,294,5,7,0,0,1
325,Burntside Lake,15,100,NA,NA,Radiocarbon years BP,47.924167,-91.994722,325,348306.899741792,1297713.69156685,52,4,2,36,1,4,0,2,0,6,0,19,175,5,10,0,1,1
325,Burntside Lake,18,125,NA,NA,Radiocarbon years BP,47.924167,-91.994722,325,348306.899741792,1297713.69156685,23,0,0,24,0,4,0,0,0,3,2,8,123,1,0,0,0,0
325,Burntside Lake,19,133,NA,NA,Radiocarbon years BP,47.924167,-91.994722,325,348306.899741792,1297713.69156685,31,2,0,19,1,2,0,1,0,1,1,9,118,0,2,0,1,0
325,Burntside Lake,20,142,NA,NA,Radiocarbon years BP,47.924167,-91.994722,325,348306.899741792,1297713.69156685,39,6,0,25,0,7,0,0,0,3,1,27,173,7,2,0,1,4
325,Burntside Lake,21,150,NA,NA,Radiocarbon years BP,47.924167,-91.994722,325,348306.899741792,1297713.69156685,38,9,0,20,0,4,0,0,0,5,3,22,226,6,2,0,3,1
325,Burntside Lake,25,183,NA,NA,Radiocarbon years BP,47.924167,-91.994722,325,348306.899741792,1297713.69156685,63,8,1,49,1,13,0,2,0,7,3,43,386,8,5,1,1,2
325,Burntside Lake,30,225,NA,NA,Radiocarbon years BP,47.924167,-91.994722,325,348306.899741792,1297713.69156685,28,3,1,30,0,13,0,1,0,3,1,24,273,5,1,0,1,0
325,Burntside Lake,35,266,NA,NA,Radiocarbon years BP,47.924167,-91.994722,325,348306.899741792,1297713.69156685,61,3,1,45,0,17,0,1,0,0,0,24,244,5,4,0,1,0
325,Burntside Lake,40,307,NA,NA,Radiocarbon years BP,47.924167,-91.994722,325,348306.899741792,1297713.69156685,45,5,0,62,0,10,0,0,0,4,0,21,299,7,10,0,2,0
325,Burntside Lake,50,390,NA,NA,Radiocarbon years BP,47.924167,-91.994722,325,348306.899741792,1297713.69156685,42,6,1,29,0,9,0,2,1,5,2,18,281,2,3,0,0,2
325,Burntside Lake,60,473,NA,NA,Radiocarbon years BP,47.924167,-91.994722,325,348306.899741792,1297713.69156685,27,5,2,21,0,9,0,1,0,5,1,25,110,2,4,0,0,2
325,Burntside Lake,70,556,NA,NA,Radiocarbon years BP,47.924167,-91.994722,325,348306.899741792,1297713.69156685,24,5,1,39,0,11,1,1,0,4,0,18,228,2,4,0,0,2
325,Burntside Lake,80,639,NA,NA,Radiocarbon years BP,47.924167,-91.994722,325,348306.899741792,1297713.69156685,31,3,0,27,0,13,1,0,0,8,0,11,202,4,2,0,0,0
325,Burntside Lake,90,722,NA,NA,Radiocarbon years BP,47.924167,-91.994722,325,348306.899741792,1297713.69156685,24,4,0,39,0,10,0,2,0,5,0,17,284,3,5,0,1,1
325,Burntside Lake,100,805,NA,NA,Radiocarbon years BP,47.924167,-91.994722,325,348306.899741792,1297713.69156685,61,3,0,31,0,10,0,2,0,6,1,20,263,2,5,0,0,2
325,Burntside Lake,105,846,NA,NA,Radiocarbon years BP,47.924167,-91.994722,325,348306.899741792,1297713.69156685,43,4,0,29,0,11,0,2,0,1,0,13,214,0,4,0,0,1
325,Burntside Lake,110,887,NA,NA,Radiocarbon years BP,47.924167,-91.994722,325,348306.899741792,1297713.69156685,39,4,0,25,0,6,0,1,0,4,1,16,234,0,3,0,0,2
325,Burntside Lake,112,904,NA,NA,Radiocarbon years BP,47.924167,-91.994722,325,348306.899741792,1297713.69156685,43,6,2,20,0,4,0,1,0,3,1,17,308,2,5,0,1,0
332,Camp 11 Lake,0,0,NA,NA,Radiocarbon years BP,46.666667,-88.016667,332,635928.718785106,1133028.27880558,36,7,15,117,0,18,0,4,0,0,1,10,189,0,9,0,7,5
332,Camp 11 Lake,10,192,NA,NA,Radiocarbon years BP,46.666667,-88.016667,332,635928.718785106,1133028.27880558,38,5,8,122,0,8,0,3,1,3,6,33,317,1,17,0,17,8
332,Camp 11 Lake,25,272,NA,NA,Radiocarbon years BP,46.666667,-88.016667,332,635928.718785106,1133028.27880558,20,5,9,123,1,14,0,1,0,2,4,14,332,2,16,0,16,2
332,Camp 11 Lake,50,412,NA,NA,Radiocarbon years BP,46.666667,-88.016667,332,635928.718785106,1133028.27880558,15,8,9,104,0,8,0,1,0,2,2,19,349,0,11,0,17,1
332,Camp 11 Lake,75,563,NA,NA,Radiocarbon years BP,46.666667,-88.016667,332,635928.718785106,1133028.27880558,13,2,8,143,1,6,0,1,0,0,4,16,350,0,16,0,17,3
332,Camp 11 Lake,100,723,NA,NA,Radiocarbon years BP,46.666667,-88.016667,332,635928.718785106,1133028.27880558,18,3,14,145,0,5,0,0,1,4,2,13,350,1,14,0,13,6
332,Camp 11 Lake,125,894,NA,NA,Radiocarbon years BP,46.666667,-88.016667,332,635928.718785106,1133028.27880558,17,5,7,120,0,4,0,3,0,1,3,18,287,0,22,0,12,5
332,Camp 11 Lake,150,1074,NA,NA,Radiocarbon years BP,46.666667,-88.016667,332,635928.718785106,1133028.27880558,24,7,10,156,0,1,0,3,0,2,9,25,343,1,21,0,25,9
332,Camp 11 Lake,175,1264,NA,NA,Radiocarbon years BP,46.666667,-88.016667,332,635928.718785106,1133028.27880558,28,4,6,103,0,2,0,5,0,2,3,19,323,0,14,0,11,3
332,Camp 11 Lake,200,1465,NA,NA,Radiocarbon years BP,46.666667,-88.016667,332,635928.718785106,1133028.27880558,15,6,4,143,0,8,0,1,0,3,8,9,262,3,12,1,13,4
332,Camp 11 Lake,225,1675,NA,NA,Radiocarbon years BP,46.666667,-88.016667,332,635928.718785106,1133028.27880558,17,2,16,151,1,7,0,1,1,0,1,5,325,1,15,0,16,5
332,Camp 11 Lake,250,1895,NA,NA,Radiocarbon years BP,46.666667,-88.016667,332,635928.718785106,1133028.27880558,25,1,11,169,1,9,0,4,0,2,4,7,317,0,17,0,11,1
332,Camp 11 Lake,275,2125,NA,NA,Radiocarbon years BP,46.666667,-88.016667,332,635928.718785106,1133028.27880558,25,4,16,125,1,8,0,3,0,1,6,10,367,2,25,0,14,3
332,Camp 11 Lake,300,2365,NA,NA,Radiocarbon years BP,46.666667,-88.016667,332,635928.718785106,1133028.27880558,18,3,8,125,0,9,0,2,0,0,0,14,363,1,19,0,19,2
332,Camp 11 Lake,325,2615,NA,NA,Radiocarbon years BP,46.666667,-88.016667,332,635928.718785106,1133028.27880558,26,5,6,147,0,10,0,3,0,1,6,3,319,2,21,1,8,3
332,Camp 11 Lake,350,2876,NA,NA,Radiocarbon years BP,46.666667,-88.016667,332,635928.718785106,1133028.27880558,17,5,6,138,0,4,0,5,0,1,4,3,390,3,15,3,12,6
332,Camp 11 Lake,375,3146,NA,NA,Radiocarbon years BP,46.666667,-88.016667,332,635928.718785106,1133028.27880558,25,4,11,79,1,11,0,2,0,1,11,0,337,2,14,1,4,5
332,Camp 11 Lake,400,3426,NA,NA,Radiocarbon years BP,46.666667,-88.016667,332,635928.718785106,1133028.27880558,19,1,12,91,1,8,0,6,0,3,8,3,546,1,35,0,7,7
332,Camp 11 Lake,425,3715,NA,NA,Radiocarbon years BP,46.666667,-88.016667,332,635928.718785106,1133028.27880558,20,4,14,70,1,21,0,1,0,0,10,2,399,7,50,0,8,11
332,Camp 11 Lake,450,4015,NA,NA,Radiocarbon years BP,46.666667,-88.016667,332,635928.718785106,1133028.27880558,17,3,23,55,0,14,0,4,0,0,4,1,499,2,26,1,3,9
332,Camp 11 Lake,475,4325,NA,NA,Radiocarbon years BP,46.666667,-88.016667,332,635928.718785106,1133028.27880558,22,1,22,72,0,13,0,10,0,1,16,5,551,8,28,1,4,4
332,Camp 11 Lake,500,4645,NA,NA,Radiocarbon years BP,46.666667,-88.016667,332,635928.718785106,1133028.27880558,28,1,13,42,1,8,0,3,0,2,8,7,409,1,28,1,43,10
332,Camp 11 Lake,525,4975,NA,NA,Radiocarbon years BP,46.666667,-88.016667,332,635928.718785106,1133028.27880558,27,1,7,47,0,4,0,8,1,0,12,1,574,2,30,1,17,2
332,Camp 11 Lake,550,5315,NA,NA,Radiocarbon years BP,46.666667,-88.016667,332,635928.718785106,1133028.27880558,16,3,8,56,0,3,0,5,0,1,19,3,557,0,28,1,10,10
332,Camp 11 Lake,575,5664,NA,NA,Radiocarbon years BP,46.666667,-88.016667,332,635928.718785106,1133028.27880558,20,0,9,38,0,7,0,5,0,0,23,0,565,3,35,0,1,17
332,Camp 11 Lake,600,6024,NA,NA,Radiocarbon years BP,46.666667,-88.016667,332,635928.718785106,1133028.27880558,35,2,6,50,1,4,0,1,0,0,19,0,493,5,24,0,0,10
332,Camp 11 Lake,625,6394,NA,NA,Radiocarbon years BP,46.666667,-88.016667,332,635928.718785106,1133028.27880558,19,2,8,40,1,4,0,7,0,0,5,3,625,2,27,1,0,9
332,Camp 11 Lake,650,6773,NA,NA,Radiocarbon years BP,46.666667,-88.016667,332,635928.718785106,1133028.27880558,12,2,4,30,2,1,0,6,1,0,14,0,784,1,13,0,0,13
332,Camp 11 Lake,675,7163,NA,NA,Radiocarbon years BP,46.666667,-88.016667,332,635928.718785106,1133028.27880558,28,2,3,38,0,2,0,7,1,0,10,5,758,5,7,0,0,9
332,Camp 11 Lake,700,7562,NA,NA,Radiocarbon years BP,46.666667,-88.016667,332,635928.718785106,1133028.27880558,21,3,0,60,0,6,0,4,0,0,5,4,353,6,6,0,0,6
332,Camp 11 Lake,725,7972,NA,NA,Radiocarbon years BP,46.666667,-88.016667,332,635928.718785106,1133028.27880558,28,6,1,74,1,2,0,5,0,3,3,19,395,2,9,0,0,8
332,Camp 11 Lake,750,8391,NA,NA,Radiocarbon years BP,46.666667,-88.016667,332,635928.718785106,1133028.27880558,28,7,2,41,0,7,0,1,3,1,3,30,261,2,18,0,0,4
332,Camp 11 Lake,775,8821,NA,NA,Radiocarbon years BP,46.666667,-88.016667,332,635928.718785106,1133028.27880558,30,3,1,39,1,0,0,3,0,4,7,27,361,6,5,0,0,9
332,Camp 11 Lake,800,9260,NA,NA,Radiocarbon years BP,46.666667,-88.016667,332,635928.718785106,1133028.27880558,15,3,3,29,2,3,0,4,0,5,5,31,295,6,11,0,0,21
332,Camp 11 Lake,830,9800,NA,NA,Radiocarbon years BP,46.666667,-88.016667,332,635928.718785106,1133028.27880558,30,5,0,28,2,2,0,3,0,8,6,33,292,6,15,1,0,17
332,Camp 11 Lake,855,10262,NA,NA,Radiocarbon years BP,46.666667,-88.016667,332,635928.718785106,1133028.27880558,16,8,1,32,2,7,0,5,0,7,4,65,234,10,22,0,0,14
332,Camp 11 Lake,860,10355,NA,NA,Radiocarbon years BP,46.666667,-88.016667,332,635928.718785106,1133028.27880558,16,7,3,24,1,5,0,9,1,8,8,90,258,21,31,1,0,29
333,Camp 12 Lake,0.25,-33,NA,NA,Radiocarbon years BP,45.986111,-89.375,333,526619.417391358,1064495.48933806,26,0,0,62,0,0,0,4,0,0,0,2,98,0,29,0,1,5
333,Camp 12 Lake,1.25,-28,NA,NA,Radiocarbon years BP,45.986111,-89.375,333,526619.417391358,1064495.48933806,27,0,8,66,0,0,0,2,0,1,1,4,95,4,28,0,4,4
333,Camp 12 Lake,2.25,-20,NA,NA,Radiocarbon years BP,45.986111,-89.375,333,526619.417391358,1064495.48933806,36,0,3,80,1,0,0,1,0,0,4,4,117,0,35,0,2,6
333,Camp 12 Lake,3.25,-12,NA,NA,Radiocarbon years BP,45.986111,-89.375,333,526619.417391358,1064495.48933806,27,0,2,50,1,0,0,3,2,0,0,4,123,0,20,0,2,4
333,Camp 12 Lake,4.25,-5,NA,NA,Radiocarbon years BP,45.986111,-89.375,333,526619.417391358,1064495.48933806,40,0,5,51,1,0,0,0,1,1,4,5,129,0,15,0,3,8
333,Camp 12 Lake,5.25,2,NA,NA,Radiocarbon years BP,45.986111,-89.375,333,526619.417391358,1064495.48933806,48,0,1,53,0,2,0,0,0,3,8,2,114,0,21,0,7,1
333,Camp 12 Lake,6.25,8,NA,NA,Radiocarbon years BP,45.986111,-89.375,333,526619.417391358,1064495.48933806,21,2,2,62,0,0,0,1,1,0,9,2,106,1,15,1,8,3
333,Camp 12 Lake,7.25,14,NA,NA,Radiocarbon years BP,45.986111,-89.375,333,526619.417391358,1064495.48933806,36,0,1,49,0,0,0,2,1,0,5,1,113,2,18,1,14,1
333,Camp 12 Lake,8.25,20,NA,NA,Radiocarbon years BP,45.986111,-89.375,333,526619.417391358,1064495.48933806,43,0,2,91,0,1,0,3,0,0,10,8,162,1,16,0,8,5
333,Camp 12 Lake,9.25,23,NA,NA,Radiocarbon years BP,45.986111,-89.375,333,526619.417391358,1064495.48933806,23,1,4,74,1,0,0,0,0,0,6,4,178,1,10,0,10,0
333,Camp 12 Lake,11.75,37,NA,NA,Radiocarbon years BP,45.986111,-89.375,333,526619.417391358,1064495.48933806,17,0,0,50,0,0,0,0,1,0,4,4,121,0,10,0,9,2
333,Camp 12 Lake,12.75,43,NA,NA,Radiocarbon years BP,45.986111,-89.375,333,526619.417391358,1064495.48933806,20,0,4,59,0,0,0,0,1,0,3,6,159,0,8,0,9,7
333,Camp 12 Lake,15.25,56,NA,NA,Radiocarbon years BP,45.986111,-89.375,333,526619.417391358,1064495.48933806,27,0,2,48,0,0,0,0,0,0,1,7,124,0,4,0,12,3
333,Camp 12 Lake,17.25,66,NA,NA,Radiocarbon years BP,45.986111,-89.375,333,526619.417391358,1064495.48933806,15,2,1,53,0,0,0,1,0,1,4,6,161,0,17,0,9,3
333,Camp 12 Lake,28.75,124,NA,NA,Radiocarbon years BP,45.986111,-89.375,333,526619.417391358,1064495.48933806,14,0,2,27,1,0,0,2,1,0,4,6,158,0,10,0,9,1
333,Camp 12 Lake,39.5,177,NA,NA,Radiocarbon years BP,45.986111,-89.375,333,526619.417391358,1064495.48933806,12,1,7,78,0,0,1,4,0,0,2,3,306,1,17,0,17,7
546,Dark Lake,10,0,NA,NA,Radiocarbon years BP,45.275,-91.475,546,356758.938046272,1000213.39674261,57,0,6,66,1,1,0,4,1,0,2,1,65,10,128,0,1,14
546,Dark Lake,20,13,NA,NA,Radiocarbon years BP,45.275,-91.475,546,356758.938046272,1000213.39674261,78,0,7,31,2,7,1,2,2,0,7,1,97,6,108,0,2,11
546,Dark Lake,30,26,NA,NA,Radiocarbon years BP,45.275,-91.475,546,356758.938046272,1000213.39674261,60,0,3,41,0,7,0,3,0,3,4,0,68,6,105,2,1,11
546,Dark Lake,40,39,NA,NA,Radiocarbon years BP,45.275,-91.475,546,356758.938046272,1000213.39674261,133,1,6,34,1,2,1,6,1,0,5,1,94,14,134,3,1,8
546,Dark Lake,50,52,NA,NA,Radiocarbon years BP,45.275,-91.475,546,356758.938046272,1000213.39674261,77,1,1,38,1,2,0,1,0,1,6,2,87,27,102,1,1,7
546,Dark Lake,60,64,NA,NA,Radiocarbon years BP,45.275,-91.475,546,356758.938046272,1000213.39674261,76,2,8,32,3,2,0,7,1,1,4,1,112,6,64,1,2,9
546,Dark Lake,70,77,NA,NA,Radiocarbon years BP,45.275,-91.475,546,356758.938046272,1000213.39674261,90,1,3,39,1,9,0,7,0,1,1,4,139,3,46,1,4,6
546,Dark Lake,80,90,NA,NA,Radiocarbon years BP,45.275,-91.475,546,356758.938046272,1000213.39674261,94,4,1,38,2,3,1,1,2,1,12,1,178,7,50,1,3,5
546,Dark Lake,90,103,NA,NA,Radiocarbon years BP,45.275,-91.475,546,356758.938046272,1000213.39674261,48,0,1,46,2,0,0,5,0,2,9,1,190,2,34,2,7,6
546,Dark Lake,100,116,NA,NA,Radiocarbon years BP,45.275,-91.475,546,356758.938046272,1000213.39674261,76,0,3,43,0,3,0,2,0,1,6,4,117,11,58,2,3,5
546,Dark Lake,110,122,NA,NA,Radiocarbon years BP,45.275,-91.475,546,356758.938046272,1000213.39674261,95,0,5,54,2,3,0,3,1,1,9,0,92,4,86,0,3,9
546,Dark Lake,120,129,NA,NA,Radiocarbon years BP,45.275,-91.475,546,356758.938046272,1000213.39674261,93,0,4,71,2,7,0,8,3,0,8,1,130,8,87,0,6,14
546,Dark Lake,130,135,NA,NA,Radiocarbon years BP,45.275,-91.475,546,356758.938046272,1000213.39674261,103,1,10,92,1,8,0,7,1,1,12,0,107,10,76,2,3,15
546,Dark Lake,140,141,NA,NA,Radiocarbon years BP,45.275,-91.475,546,356758.938046272,1000213.39674261,75,0,5,93,1,9,0,4,1,4,14,0,82,8,94,2,5,10
546,Dark Lake,150,148,NA,NA,Radiocarbon years BP,45.275,-91.475,546,356758.938046272,1000213.39674261,156,0,8,109,0,8,0,5,0,1,10,4,75,9,80,1,6,8
546,Dark Lake,160,154,NA,NA,Radiocarbon years BP,45.275,-91.475,546,356758.938046272,1000213.39674261,83,0,14,131,0,5,0,5,3,5,16,0,91,9,64,1,5,12
546,Dark Lake,170,160,NA,NA,Radiocarbon years BP,45.275,-91.475,546,356758.938046272,1000213.39674261,53,0,15,133,1,6,0,8,2,4,17,0,86,11,74,0,2,7
546,Dark Lake,180,166,NA,NA,Radiocarbon years BP,45.275,-91.475,546,356758.938046272,1000213.39674261,54,1,10,129,2,15,0,14,2,2,15,0,63,9,90,2,8,10
546,Dark Lake,190,173,NA,NA,Radiocarbon years BP,45.275,-91.475,546,356758.938046272,1000213.39674261,47,0,11,148,4,0,1,9,2,5,17,0,89,10,70,1,6,9
546,Dark Lake,200,179,NA,NA,Radiocarbon years BP,45.275,-91.475,546,356758.938046272,1000213.39674261,82,0,12,130,3,3,2,12,0,6,33,0,108,14,117,0,7,17
546,Dark Lake,210,191,NA,NA,Radiocarbon years BP,45.275,-91.475,546,356758.938046272,1000213.39674261,62,2,8,84,2,1,2,4,1,3,15,2,132,11,100,0,5,10
546,Dark Lake,246,234,NA,NA,Radiocarbon years BP,45.275,-91.475,546,356758.938046272,1000213.39674261,92,0,10,89,2,1,0,11,2,2,15,2,98,11,91,2,9,7
546,Dark Lake,286,281,NA,NA,Radiocarbon years BP,45.275,-91.475,546,356758.938046272,1000213.39674261,93,0,7,45,2,1,0,1,0,4,15,0,175,2,70,0,3,6
546,Dark Lake,324,326,NA,NA,Radiocarbon years BP,45.275,-91.475,546,356758.938046272,1000213.39674261,53,1,8,80,1,3,1,4,2,1,15,3,152,6,94,0,4,1
546,Dark Lake,364,374,NA,NA,Radiocarbon years BP,45.275,-91.475,546,356758.938046272,1000213.39674261,46,1,8,62,0,5,0,3,2,5,23,1,180,6,81,0,9,6
546,Dark Lake,402,419,NA,NA,Radiocarbon years BP,45.275,-91.475,546,356758.938046272,1000213.39674261,80,0,6,58,4,5,0,2,0,11,7,2,192,9,144,0,3,8
546,Dark Lake,450,476,NA,NA,Radiocarbon years BP,45.275,-91.475,546,356758.938046272,1000213.39674261,52,2,9,81,1,4,0,6,2,3,17,0,216,5,164,0,2,6
546,Dark Lake,491,524,NA,NA,Radiocarbon years BP,45.275,-91.475,546,356758.938046272,1000213.39674261,46,2,9,56,1,2,0,7,0,2,4,0,107,11,167,0,9,6
546,Dark Lake,530,571,NA,NA,Radiocarbon years BP,45.275,-91.475,546,356758.938046272,1000213.39674261,80,0,3,105,1,2,0,5,1,6,12,1,169,3,148,1,8,7
546,Dark Lake,570,618,NA,NA,Radiocarbon years BP,45.275,-91.475,546,356758.938046272,1000213.39674261,54,1,6,49,1,2,0,3,1,2,7,4,213,6,94,0,5,5
546,Dark Lake,610,660,NA,NA,Radiocarbon years BP,45.275,-91.475,546,356758.938046272,1000213.39674261,68,1,3,53,1,3,0,3,0,8,1,1,151,5,118,0,5,3
546,Dark Lake,650,702,NA,NA,Radiocarbon years BP,45.275,-91.475,546,356758.938046272,1000213.39674261,51,2,3,45,3,8,0,5,1,5,5,1,189,7,107,1,2,3
546,Dark Lake,690,743,NA,NA,Radiocarbon years BP,45.275,-91.475,546,356758.938046272,1000213.39674261,45,1,1,48,1,3,0,5,0,4,3,1,158,6,120,2,4,2
546,Dark Lake,730,785,NA,NA,Radiocarbon years BP,45.275,-91.475,546,356758.938046272,1000213.39674261,96,1,4,93,3,3,2,2,0,8,11,1,198,13,174,1,6,8
546,Dark Lake,770,827,NA,NA,Radiocarbon years BP,45.275,-91.475,546,356758.938046272,1000213.39674261,69,1,4,66,0,6,3,3,2,3,7,1,211,7,160,0,3,6
546,Dark Lake,810,869,NA,NA,Radiocarbon years BP,45.275,-91.475,546,356758.938046272,1000213.39674261,47,0,5,40,0,0,1,4,0,2,4,0,216,9,92,0,2,6
546,Dark Lake,850,910,NA,NA,Radiocarbon years BP,45.275,-91.475,546,356758.938046272,1000213.39674261,37,1,5,58,1,5,0,2,1,3,2,1,160,3,131,0,0,6
546,Dark Lake,890,952,NA,NA,Radiocarbon years BP,45.275,-91.475,546,356758.938046272,1000213.39674261,62,1,1,52,0,8,0,0,1,5,13,0,202,12,69,0,1,5
546,Dark Lake,930,994,NA,NA,Radiocarbon years BP,45.275,-91.475,546,356758.938046272,1000213.39674261,66,1,3,51,2,10,1,2,0,3,6,1,153,4,92,0,0,3
681,Denton Lake,0.25,-33,NA,NA,Radiocarbon years BP,45.85,-89.316667,681,529975.097248364,1049040.87155962,17,2,3,48,1,2,0,0,0,2,2,7,156,3,16,0,8,1
681,Denton Lake,1.25,-32,NA,NA,Radiocarbon years BP,45.85,-89.316667,681,529975.097248364,1049040.87155962,14,1,1,34,1,1,0,2,0,1,2,5,105,7,13,0,6,3
681,Denton Lake,2.25,-30,NA,NA,Radiocarbon years BP,45.85,-89.316667,681,529975.097248364,1049040.87155962,19,2,3,47,0,1,0,6,1,1,2,5,136,2,14,0,11,6
681,Denton Lake,3.75,-26,NA,NA,Radiocarbon years BP,45.85,-89.316667,681,529975.097248364,1049040.87155962,29,2,4,53,0,1,0,2,0,1,3,6,156,6,13,0,4,3
681,Denton Lake,5.75,-21,NA,NA,Radiocarbon years BP,45.85,-89.316667,681,529975.097248364,1049040.87155962,12,4,4,39,0,1,0,3,0,0,0,3,138,3,15,0,9,1
681,Denton Lake,7.75,-16,NA,NA,Radiocarbon years BP,45.85,-89.316667,681,529975.097248364,1049040.87155962,19,2,3,37,0,1,0,1,0,2,3,4,126,3,10,0,11,5
681,Denton Lake,9.75,-9,NA,NA,Radiocarbon years BP,45.85,-89.316667,681,529975.097248364,1049040.87155962,8,0,1,54,0,0,0,0,0,1,0,7,148,0,9,0,8,3
681,Denton Lake,12.25,16,NA,NA,Radiocarbon years BP,45.85,-89.316667,681,529975.097248364,1049040.87155962,16,1,0,29,1,0,0,4,1,0,3,6,137,0,11,0,10,2
